Id,Designation,Size,CategoryType,SubCategory,Material,Comment,G,h,b,tw,tf,r,d,cw/tw,cf/tf,C,N,n,m2/m1,m2/T,Iy,Iz,iy,iz,Wely,Welz,Wply,Wplz,U,X,Iw,IT,A,e0,r1,r2,cy,cz,Iu,Iv,iu,iv,φa min,φa max,Tan α,φa,d/t,Wt,c/t
,HSS7X7X5/16,,R,US,Steel,AISC v15.0,41.1,177.8,177.8,7.4,7.4,,,,,,,,0.686,16.7,2340,2340,6.91,6.91,263,263,310,310,,,,3730,49,,,,,,,,,,,,,,,429,21.1
,HSS7X7X1/4,,R,US,Steel,AISC v15.0,33.4,177.8,177.8,5.9,5.9,,,,,,,,0.691,20.7,1940,1940,6.97,6.97,218,218,254,254,,,,3060,39.8,,,,,,,,,,,,,,,350,27
,HSS7X7X3/16,,R,US,Steel,AISC v15.0,25.4,177.8,177.8,4.4,4.4,,,,,,,,0.696,27.4,1500,1500,7.05,7.05,169,169,195,195,,,,2340,30.1,,,,,,,,,,,,,,,266,37.2
,HSS7X7X1/8,,R,US,Steel,AISC v15.0,17.2,177.8,177.8,2.9,2.9,,,,,,,,0.701,40.8,1030,1030,7.12,7.12,116,116,133,133,,,,1590,20.4,,,,,,,,,,,,,,,180,57.3
,HSS6X6X5/8,,R,US,Steel,AISC v15.0,62.9,152.4,152.4,14.8,14.8,,,,,,,,0.559,8.88,2300,2300,5.52,5.52,302,302,380,380,,,,3950,75.5,,,,,,,,,,,,,,,559,7.33
,HSS6X6X1/2,,R,US,Steel,AISC v15.0,52.4,152.4,152.4,11.8,11.8,,,,,,,,0.569,10.9,2010,2010,5.66,5.66,264,264,324,324,,,,3380,62.8,,,,,,,,,,,,,,,467,9.9
,HSS6X6X3/8,,R,US,Steel,AISC v15.0,40.9,152.4,152.4,8.9,8.9,,,,,,,,0.579,14.2,1640,1640,5.8,5.8,216,216,259,259,,,,2690,48.9,,,,,,,,,,,,,,,365,14.2
,HSS6X6X5/16,,R,US,Steel,AISC v15.0,34.7,152.4,152.4,7.4,7.4,,,,,,,,0.584,16.8,1430,1430,5.87,5.87,187,187,223,223,,,,2310,41.5,,,,,,,,,,,,,,,311,17.6
,HSS6X6X1/4,,R,US,Steel,AISC v15.0,28.3,152.4,152.4,5.9,5.9,,,,,,,,0.589,20.8,1190,1190,5.93,5.93,156,156,184,184,,,,1900,33.8,,,,,,,,,,,,,,,254,22.8
,HSS6X6X3/16,,R,US,Steel,AISC v15.0,21.6,152.4,152.4,4.4,4.4,,,,,,,,0.594,27.5,928,928,6.01,6.01,122,122,141,141,,,,1460,25.7,,,,,,,,,,,,,,,194,31.5
,HSS6X6X1/8,,R,US,Steel,AISC v15.0,14.7,152.4,152.4,2.9,2.9,,,,,,,,0.6,40.9,645,645,6.09,6.09,84.7,84.7,97,97,,,,995,17.4,,,,,,,,,,,,,,,132,48.7
,HSS5-1/2X5-1/2X3/8,,R,US,Steel,AISC v15.0,37.1,139.7,139.7,8.9,8.9,,,,,,,,0.528,14.2,1240,1240,5.28,5.28,177,177,215,215,,,,2040,44.4,,,,,,,,,,,,,,,303,12.8
,HSS5-1/2X5-1/2X5/16,,R,US,Steel,AISC v15.0,31.6,139.7,139.7,7.4,7.4,,,,,,,,0.533,16.9,1080,1080,5.34,5.34,154,154,185,185,,,,1760,37.7,,,,,,,,,,,,,,,259,15.9
,HSS5-1/2X5-1/2X1/4,,R,US,Steel,AISC v15.0,25.8,139.7,139.7,5.9,5.9,,,,,,,,0.539,20.9,903,903,5.42,5.42,129,129,153,153,,,,1450,30.8,,,,,,,,,,,,,,,212,20.6
,HSS5-1/2X5-1/2X3/16,,R,US,Steel,AISC v15.0,19.7,139.7,139.7,4.4,4.4,,,,,,,,0.544,27.6,708,708,5.5,5.5,101,101,118,118,,,,1110,23.4,,,,,,,,,,,,,,,162,28.6
,HSS5-1/2X5-1/2X1/8,,R,US,Steel,AISC v15.0,13.4,139.7,139.7,2.9,2.9,,,,,,,,0.549,40.9,491,491,5.56,5.56,70.3,70.3,81.1,81.1,,,,762,15.9,,,,,,,,,,,,,,,110,44.4
,HSS5X5X1/2,,R,US,Steel,AISC v15.0,42.3,127,127,11.8,11.8,,,,,,,,0.468,11.1,1080,1080,4.61,4.61,170,170,215,215,,,,1860,50.8,,,,,,,,,,,,,,,313,7.75
,HSS5X5X3/8,,R,US,Steel,AISC v15.0,33.3,127,127,8.9,8.9,,,,,,,,0.478,14.3,903,903,4.76,4.76,142,142,174,174,,,,1500,39.9,,,,,,,,,,,,,,,247,11.3
,HSS5X5X5/16,,R,US,Steel,AISC v15.0,28.4,127,127,7.4,7.4,,,,,,,,0.482,17,791,791,4.83,4.83,125,125,150,150,,,,1300,33.9,,,,,,,,,,,,,,,211,14.2
,HSS5X5X1/4,,R,US,Steel,AISC v15.0,23.2,127,127,5.9,5.9,,,,,,,,0.488,21,666,666,4.9,4.9,105,105,125,125,,,,1070,27.7,,,,,,,,,,,,,,,174,18.5
,HSS5X5X3/16,,R,US,Steel,AISC v15.0,17.8,127,127,4.4,4.4,,,,,,,,0.493,27.7,524,524,4.98,4.98,82.6,82.6,96.5,96.5,,,,828,21.2,,,,,,,,,,,,,,,133,25.7
,HSS5X5X1/8,,R,US,Steel,AISC v15.0,12.1,127,127,2.9,2.9,,,,,,,,0.498,41,366,366,5.05,5.05,57.7,57.7,66.7,66.7,,,,570,14.4,,,,,,,,,,,,,,,90.7,40.1
,HSS4-1/2X4-1/2X1/2,,R,US,Steel,AISC v15.0,37.2,114.3,114.3,11.8,11.8,,,,,,,,0.417,11.2,753,753,4.1,4.1,132,132,167,167,,,,1300,44.8,,,,,,,,,,,,,,,248,6.68
,HSS4-1/2X4-1/2X3/8,,R,US,Steel,AISC v15.0,29.5,114.3,114.3,8.9,8.9,,,,,,,,0.427,14.5,637,637,4.24,4.24,111,111,137,137,,,,1070,35.4,,,,,,,,,,,,,,,197,9.89
,HSS4-1/2X4-1/2X5/16,,R,US,Steel,AISC v15.0,25.2,114.3,114.3,7.4,7.4,,,,,,,,0.432,17.1,562,562,4.31,4.31,98.3,98.3,119,119,,,,928,30.2,,,,,,,,,,,,,,,169,12.5
,HSS4-1/2X4-1/2X1/4,,R,US,Steel,AISC v15.0,20.7,114.3,114.3,5.9,5.9,,,,,,,,0.437,21.1,475,475,4.38,4.38,83,83,99.3,99.3,,,,770,24.8,,,,,,,,,,,,,,,139,16.3
,HSS4-1/2X4-1/2X3/16,,R,US,Steel,AISC v15.0,15.9,114.3,114.3,4.4,4.4,,,,,,,,0.442,27.8,375,375,4.46,4.46,65.7,65.7,77.2,77.2,,,,599,18.9,,,,,,,,,,,,,,,107,22.9
,HSS4-1/2X4-1/2X1/8,,R,US,Steel,AISC v15.0,10.9,114.3,114.3,2.9,2.9,,,,,,,,0.447,41.1,264,264,4.53,4.53,46.2,46.2,53.6,53.6,,,,413,12.9,,,,,,,,,,,,,,,73.1,35.8
,HSS4X4X1/2,,R,US,Steel,AISC v15.0,32.2,101.6,101.6,11.8,11.8,,,,,,,,0.366,11.4,495,495,3.57,3.57,97.5,97.5,126,126,,,,874,38.8,,,,,,,,,,,,,,,190,5.6
,HSS4X4X3/8,,R,US,Steel,AISC v15.0,25.7,101.6,101.6,8.9,8.9,,,,,,,,0.376,14.6,429,429,3.73,3.73,84.4,84.4,105,105,,,,728,30.8,,,,,,,,,,,,,,,152,8.46
,HSS4X4X5/16,,R,US,Steel,AISC v15.0,22.1,101.6,101.6,7.4,7.4,,,,,,,,0.381,17.3,380,380,3.79,3.79,74.9,74.9,91.6,91.6,,,,637,26.5,,,,,,,,,,,,,,,131,10.7
,HSS4X4X1/4,,R,US,Steel,AISC v15.0,18.2,101.6,101.6,5.9,5.9,,,,,,,,0.386,21.3,325,325,3.86,3.86,63.9,63.9,76.9,76.9,,,,533,21.7,,,,,,,,,,,,,,,108,14.2
,HSS4X4X3/16,,R,US,Steel,AISC v15.0,14,101.6,101.6,4.4,4.4,,,,,,,,0.391,27.9,258,258,3.94,3.94,50.9,50.9,60.1,60.1,,,,416,16.6,,,,,,,,,,,,,,,83.5,20
,HSS4X4X1/8,,R,US,Steel,AISC v15.0,9.61,101.6,101.6,2.9,2.9,,,,,,,,0.396,41.2,183,183,4,4,36.1,36.1,42,42,,,,288,11.4,,,,,,,,,,,,,,,57.4,31.5
,HSS3-1/2X3-1/2X3/8,,R,US,Steel,AISC v15.0,21.9,88.9,88.9,8.9,8.9,,,,,,,,0.325,14.8,270,270,3.2,3.2,60.8,60.8,76.9,76.9,,,,466,26.4,,,,,,,,,,,,,,,114,7.03
,HSS3-1/2X3-1/2X5/16,,R,US,Steel,AISC v15.0,18.9,88.9,88.9,7.4,7.4,,,,,,,,0.33,17.5,243,243,3.27,3.27,54.7,54.7,67.8,67.8,,,,412,22.7,,,,,,,,,,,,,,,98.2,9.03
,HSS3-1/2X3-1/2X1/4,,R,US,Steel,AISC v15.0,15.6,88.9,88.9,5.9,5.9,,,,,,,,0.335,21.4,210,210,3.34,3.34,47.2,47.2,57.4,57.4,,,,348,18.8,,,,,,,,,,,,,,,81.5,12
,HSS3-1/2X3-1/2X3/16,,R,US,Steel,AISC v15.0,12.1,88.9,88.9,4.4,4.4,,,,,,,,0.34,28.1,169,169,3.42,3.42,37.9,37.9,45.2,45.2,,,,273,14.5,,,,,,,,,,,,,,,63.1,17.1
,HSS3-1/2X3-1/2X1/8,,R,US,Steel,AISC v15.0,8.35,88.9,88.9,2.9,2.9,,,,,,,,0.345,41.4,121,121,3.49,3.49,27.2,27.2,31.6,31.6,,,,191,9.94,,,,,,,,,,,,,,,43.5,27.2
,HSS3X3X3/8,,R,US,Steel,AISC v15.0,18.1,76.2,76.2,8.9,8.9,,,,,,,,0.274,15.1,157,157,2.68,2.68,41.3,41.3,53.3,53.3,,,,276,21.9,,,,,,,,,,,,,,,80.4,5.6
,HSS3X3X5/16,,R,US,Steel,AISC v15.0,15.7,76.2,76.2,7.4,7.4,,,,,,,,0.28,17.8,144,144,2.75,2.75,37.7,37.7,47.5,47.5,,,,247,19,,,,,,,,,,,,,,,70,7.31
,HSS3X3X1/4,,R,US,Steel,AISC v15.0,13.1,76.2,76.2,5.9,5.9,,,,,,,,0.284,21.7,126,126,2.83,2.83,33,33,40.6,40.6,,,,211,15.7,,,,,,,,,,,,,,,58.5,9.88
,HSS3X3X3/16,,R,US,Steel,AISC v15.0,10.2,76.2,76.2,4.4,4.4,,,,,,,,0.29,28.3,102,102,2.9,2.9,26.9,26.9,32.3,32.3,,,,168,12.2,,,,,,,,,,,,,,,45.5,14.2
,HSS3X3X1/8,,R,US,Steel,AISC v15.0,7.07,76.2,76.2,2.9,2.9,,,,,,,,0.295,41.7,74.1,74.1,2.97,2.97,19.4,19.4,22.9,22.9,,,,118,8.39,,,,,,,,,,,,,,,31.6,22.9
,HSS2-1/2X2-1/2X5/16,,R,US,Steel,AISC v15.0,12.6,63.5,63.5,7.4,7.4,,,,,,,,0.229,18.2,75.8,75.8,2.24,2.24,23.9,23.9,30.8,30.8,,,,133,15.2,,,,,,,,,,,,,,,46.5,5.59
,HSS2-1/2X2-1/2X1/4,,R,US,Steel,AISC v15.0,10.6,63.5,63.5,5.9,5.9,,,,,,,,0.234,22.1,67.8,67.8,2.31,2.31,21.4,21.4,26.7,26.7,,,,116,12.7,,,,,,,,,,,,,,,39.2,7.73
,HSS2-1/2X2-1/2X3/16,,R,US,Steel,AISC v15.0,8.32,63.5,63.5,4.4,4.4,,,,,,,,0.239,28.7,56.2,56.2,2.38,2.38,17.7,17.7,21.6,21.6,,,,93.7,9.94,,,,,,,,,,,,,,,30.9,11.4
,HSS2-1/2X2-1/2X1/8,,R,US,Steel,AISC v15.0,5.8,63.5,63.5,2.9,2.9,,,,,,,,0.244,42,41.5,41.5,2.45,2.45,13.1,13.1,15.5,15.5,,,,67,6.9,,,,,,,,,,,,,,,21.6,18.6
,HSS2-1/4X2-1/4X1/4,,R,US,Steel,AISC v15.0,9.32,57.2,57.2,5.9,5.9,,,,,,,,0.208,22.3,47,47,2.05,2.05,16.5,16.5,21,21,,,,81.6,11.2,,,,,,,,,,,,,,,31.1,6.66
,HSS2-1/4X2-1/4X3/16,,R,US,Steel,AISC v15.0,7.38,57.2,57.2,4.4,4.4,,,,,,,,0.213,28.9,39.7,39.7,2.12,2.12,13.9,13.9,17,17,,,,66.6,8.84,,,,,,,,,,,,,,,24.6,9.93
,HSS2-1/4X2-1/4X1/8,,R,US,Steel,AISC v15.0,5.18,57.2,57.2,2.9,2.9,,,,,,,,0.219,42.2,29.6,29.6,2.19,2.19,10.4,10.4,12.4,12.4,,,,47.9,6.17,,,,,,,,,,,,,,,17.3,16.4
,HSS2X2X1/4,,R,US,Steel,AISC v15.0,8.05,50.8,50.8,5.9,5.9,,,,,,,,0.183,22.7,31.1,31.1,1.79,1.79,12.2,12.2,15.8,15.8,,,,54.5,9.74,,,,,,,,,,,,,,,23.8,5.58
,HSS2X2X3/16,,R,US,Steel,AISC v15.0,6.43,50.8,50.8,4.4,4.4,,,,,,,,0.188,29.3,26.7,26.7,1.86,1.86,10.5,10.5,13.1,13.1,,,,45.4,7.68,,,,,,,,,,,,,,,19,8.49
,HSS2X2X1/8,,R,US,Steel,AISC v15.0,4.54,50.8,50.8,2.9,2.9,,,,,,,,0.193,42.5,20.2,20.2,1.93,1.93,7.96,7.96,9.57,9.57,,,,33.1,5.42,,,,,,,,,,,,,,,13.5,14.2
,HSS20.000X0.500,,O,US,Steel,AISC v15.0,154.8,508,508,11.8,11.8,,,,,,,,1.6,10.3,56600,56600,17.5,17.5,2230,2230,2900,2900,,,,113000,184,,,,,,,,,,,,,,43,4460,
,HSS20.000X0.375,,O,US,Steel,AISC v15.0,117.1,508,508,8.9,8.9,,,,,,,,1.6,13.6,43300,43300,17.7,17.7,1700,1700,2210,2210,,,,86600,139,,,,,,,,,,,,,,57.3,3410,
,HSS18.000X0.500,,O,US,Steel,AISC v15.0,139.2,457.2,457.2,11.8,11.8,,,,,,,,1.44,10.3,41000,41000,15.8,15.8,1790,1790,2340,2340,,,,82000,165,,,,,,,,,,,,,,38.7,3590,
,HSS18.000X0.375,,O,US,Steel,AISC v15.0,105.2,457.2,457.2,8.9,8.9,,,,,,,,1.44,13.7,31400,31400,15.8,15.8,1370,1370,1790,1790,,,,62900,125,,,,,,,,,,,,,,51.6,2750,
,HSS16.000X0.625,,O,US,Steel,AISC v15.0,153.3,406.4,406.4,14.8,14.8,,,,,,,,1.28,8.33,34900,34900,13.9,13.9,1720,1720,2260,2260,,,,69900,181,,,,,,,,,,,,,,27.5,3440,
,HSS16.000X0.500,,O,US,Steel,AISC v15.0,123.3,406.4,406.4,11.8,11.8,,,,,,,,1.28,10.4,28500,28500,14,14,1400,1400,1840,1840,,,,57000,146,,,,,,,,,,,,,,34.4,2810,
,HSS16.000X0.438,,O,US,Steel,AISC v15.0,108.4,406.4,406.4,10.3,10.3,,,,,,,,1.28,11.8,25200,25200,14,14,1240,1240,1620,1620,,,,50400,128,,,,,,,,,,,,,,39.3,2480,
,HSS16.000X0.375,,O,US,Steel,AISC v15.0,93.2,406.4,406.4,8.9,8.9,,,,,,,,1.28,13.7,21900,21900,14,14,1080,1080,1400,1400,,,,43700,111,,,,,,,,,,,,,,45.8,2150,
,HSS16.000X0.312,,O,US,Steel,AISC v15.0,77.9,406.4,406.4,7.4,7.4,,,,,,,,1.28,16.4,18400,18400,14.1,14.1,907,907,1180,1180,,,,36900,92.9,,,,,,,,,,,,,,55,1810,
,HSS16.000X0.250,,O,US,Steel,AISC v15.0,62.6,406.4,406.4,5.9,5.9,,,,,,,,1.28,20.4,14900,14900,14.2,14.2,735,735,949,949,,,,29800,74.2,,,,,,,,,,,,,,68.7,1470,
,HSS14.000X0.625,,O,US,Steel,AISC v15.0,133,355.6,355.6,14.8,14.8,,,,,,,,1.12,8.4,23000,23000,12.1,12.1,1290,1290,1720,1720,,,,45800,158,,,,,,,,,,,,,,24.1,2580,
,HSS14.000X0.500,,O,US,Steel,AISC v15.0,107.4,355.6,355.6,11.8,11.8,,,,,,,,1.12,10.4,18900,18900,12.1,12.1,1060,1060,1400,1400,,,,37800,128,,,,,,,,,,,,,,30.1,2120,
,HSS14.000X0.375,,O,US,Steel,AISC v15.0,81.3,355.6,355.6,8.9,8.9,,,,,,,,1.12,13.7,14500,14500,12.3,12.3,817,817,1070,1070,,,,29100,96.8,,,,,,,,,,,,,,40.1,1630,
,HSS14.000X0.312,,O,US,Steel,AISC v15.0,67.9,355.6,355.6,7.4,7.4,,,,,,,,1.12,16.4,12300,12300,12.3,12.3,691,691,896,896,,,,24500,80.6,,,,,,,,,,,,,,48.1,1380,
,HSS14.000X0.250,,O,US,Steel,AISC v15.0,54.7,355.6,355.6,5.9,5.9,,,,,,,,1.12,20.4,9950,9950,12.4,12.4,560,560,724,724,,,,19900,65.2,,,,,,,,,,,,,,60.1,1120,
,HSS12.750X0.500,,O,US,Steel,AISC v15.0,97.4,323.8,323.8,11.8,11.8,,,,,,,,1.02,10.4,14100,14100,11.1,11.1,871,871,1150,1150,,,,28200,115,,,,,,,,,,,,,,27.4,1740,
,HSS12.750X0.375,,O,US,Steel,AISC v15.0,73.8,323.8,323.8,8.9,8.9,,,,,,,,1.02,13.8,10900,10900,11.1,11.1,673,673,880,880,,,,21800,87.7,,,,,,,,,,,,,,36.5,1340,
,HSS12.750X0.250,,O,US,Steel,AISC v15.0,49.7,323.8,323.8,5.9,5.9,,,,,,,,1.02,20.5,7490,7490,11.3,11.3,463,463,598,598,,,,14900,59.1,,,,,,,,,,,,,,54.7,923,
,HSS10.750X0.500,,O,US,Steel,AISC v15.0,81.5,273,273,11.8,11.8,,,,,,,,0.858,10.5,8280,8280,9.25,9.25,607,607,806,806,,,,16600,96.8,,,,,,,,,,,,,,23.1,1210,
,HSS10.750X0.375,,O,US,Steel,AISC v15.0,61.9,273,273,8.9,8.9,,,,,,,,0.858,13.9,6410,6410,9.34,9.34,470,470,619,619,,,,12900,73.5,,,,,,,,,,,,,,30.8,942,
,HSS10.750X0.250,,O,US,Steel,AISC v15.0,41.8,273,273,5.9,5.9,,,,,,,,0.858,20.5,4410,4410,9.42,9.42,323,323,423,423,,,,8870,49.7,,,,,,,,,,,,,,46.1,649,
,HSS10.000X0.625,,O,US,Steel,AISC v15.0,93.2,254,254,14.8,14.8,,,,,,,,0.798,8.56,7950,7950,8.46,8.46,626,626,846,846,,,,15900,111,,,,,,,,,,,,,,17.2,1260,
,HSS10.000X0.500,,O,US,Steel,AISC v15.0,75.6,254,254,11.8,11.8,,,,,,,,0.798,10.6,6620,6620,8.59,8.59,521,521,693,693,,,,13200,89.7,,,,,,,,,,,,,,21.5,1040,
,HSS10.000X0.375,,O,US,Steel,AISC v15.0,57.4,254,254,8.9,8.9,,,,,,,,0.798,13.9,5120,5120,8.65,8.65,403,403,533,533,,,,10300,68.4,,,,,,,,,,,,,,28.7,810,
,HSS10.000X0.312,,O,US,Steel,AISC v15.0,48.1,254,254,7.4,7.4,,,,,,,,0.798,16.6,4370,4370,8.73,8.73,344,344,449,449,,,,8700,57.3,,,,,,,,,,,,,,34.4,685,
,HSS10.000X0.250,,O,US,Steel,AISC v15.0,38.8,254,254,5.9,5.9,,,,,,,,0.798,20.6,3550,3550,8.77,8.77,280,280,364,364,,,,7120,46.1,,,,,,,,,,,,,,42.9,560,
,HSS10.000X0.188,,O,US,Steel,AISC v15.0,29.3,254,254,4.4,4.4,,,,,,,,0.798,27.2,2700,2700,8.82,8.82,212,212,275,275,,,,5410,34.6,,,,,,,,,,,,,,57.5,426,
,HSS9.625X0.500,,O,US,Steel,AISC v15.0,72.6,244.5,244.5,11.8,11.8,,,,,,,,0.768,10.6,5870,5870,8.24,8.24,480,480,639,639,,,,11700,86.5,,,,,,,,,,,,,,20.7,957,
,HSS9.625X0.375,,O,US,Steel,AISC v15.0,55.2,244.5,244.5,8.9,8.9,,,,,,,,0.768,13.9,4580,4580,8.34,8.34,375,375,492,492,,,,9120,65.8,,,,,,,,,,,,,,27.6,746,
,HSS9.625X0.312,,O,US,Steel,AISC v15.0,46.2,244.5,244.5,7.4,7.4,,,,,,,,0.768,16.6,3870,3870,8.39,8.39,317,317,416,416,,,,7740,55,,,,,,,,,,,,,,33.1,633,
,HSS9.625X0.250,,O,US,Steel,AISC v15.0,37.3,244.5,244.5,5.9,5.9,,,,,,,,0.768,20.6,3160,3160,8.44,8.44,258,258,338,338,,,,6330,44.3,,,,,,,,,,,,,,41.3,518,
,HSS9.625X0.188,,O,US,Steel,AISC v15.0,28.2,244.5,244.5,4.4,4.4,,,,,,,,0.768,27.2,2400,2400,8.49,8.49,196,196,254,254,,,,4790,33.4,,,,,,,,,,,,,,55.3,392,
,HSS8.625X0.625,,O,US,Steel,AISC v15.0,79.5,219.1,219.1,14.8,14.8,,,,,,,,0.688,8.65,4950,4950,7.23,7.23,452,452,618,618,,,,9950,94.8,,,,,,,,,,,,,,14.8,908,
,HSS8.625X0.500,,O,US,Steel,AISC v15.0,64.6,219.1,219.1,11.8,11.8,,,,,,,,0.688,10.6,4160,4160,7.36,7.36,380,380,508,508,,,,8280,76.8,,,,,,,,,,,,,,18.5,756,
,HSS8.625X0.375,,O,US,Steel,AISC v15.0,49.2,219.1,219.1,8.9,8.9,,,,,,,,0.688,14,3240,3240,7.44,7.44,296,296,392,392,,,,6490,58.5,,,,,,,,,,,,,,24.7,593,
,HSS8.625X0.322,,O,US,Steel,AISC v15.0,42.5,219.1,219.1,7.6,7.6,,,,,,,,0.688,16.2,2830,2830,7.48,7.48,259,259,341,341,,,,5660,50.6,,,,,,,,,,,,,,28.8,517,
,HSS8.625X0.250,,O,US,Steel,AISC v15.0,33.3,219.1,219.1,5.9,5.9,,,,,,,,0.688,20.7,2250,2250,7.54,7.54,206,206,269,269,,,,4500,39.6,,,,,,,,,,,,,,37,410,
,HSS8.625X0.188,,O,US,Steel,AISC v15.0,25.2,219.1,219.1,4.4,4.4,,,,,,,,0.688,27.3,1720,1720,7.59,7.59,157,157,203,203,,,,3430,29.8,,,,,,,,,,,,,,49.6,313,
,HSS7.625X0.375,,O,US,Steel,AISC v15.0,43.2,193.7,193.7,8.9,8.9,,,,,,,,0.608,14.1,2200,2200,6.54,6.54,227,227,303,303,,,,4410,51.5,,,,,,,,,,,,,,21.8,456,
,HSS7.625X0.328,,O,US,Steel,AISC v15.0,38.1,193.7,193.7,7.7,7.7,,,,,,,,0.608,16,1960,1960,6.58,6.58,202,202,269,269,,,,3920,45.2,,,,,,,,,,,,,,25,404,
,HSS7.500X0.500,,O,US,Steel,AISC v15.0,55.7,190.5,190.5,11.8,11.8,,,,,,,,0.598,10.7,2660,2660,6.33,6.33,279,279,377,377,,,,5330,66.5,,,,,,,,,,,,,,16.1,559,
,HSS7.500X0.375,,O,US,Steel,AISC v15.0,42.5,190.5,190.5,8.9,8.9,,,,,,,,0.598,14.1,2090,2090,6.43,6.43,219,219,293,293,,,,4160,50.6,,,,,,,,,,,,,,21.5,437,
,HSS7.500X0.312,,O,US,Steel,AISC v15.0,35.7,190.5,190.5,7.4,7.4,,,,,,,,0.598,16.8,1790,1790,6.48,6.48,187,187,247,247,,,,3570,42.5,,,,,,,,,,,,,,25.8,375,
,HSS7.500X0.250,,O,US,Steel,AISC v15.0,28.8,190.5,190.5,5.9,5.9,,,,,,,,0.598,20.7,1470,1470,6.53,6.53,154,154,202,202,,,,2930,34.3,,,,,,,,,,,,,,32.2,307,
,HSS7.500X0.188,,O,US,Steel,AISC v15.0,21.9,190.5,190.5,4.4,4.4,,,,,,,,0.598,27.4,1120,1120,6.59,6.59,118,118,153,153,,,,2240,25.8,,,,,,,,,,,,,,43.1,235,
,HSS7.000X0.500,,O,US,Steel,AISC v15.0,51.7,177.8,177.8,11.8,11.8,,,,,,,,0.559,10.8,2130,2130,5.88,5.88,240,240,326,326,,,,4250,61.6,,,,,,,,,,,,,,15.1,478,
,HSS7.000X0.375,,O,US,Steel,AISC v15.0,39.5,177.8,177.8,8.9,8.9,,,,,,,,0.559,14.1,1680,1680,5.98,5.98,189,189,254,254,,,,3370,47,,,,,,,,,,,,,,20.1,379,
,HSS7.000X0.312,,O,US,Steel,AISC v15.0,33.2,177.8,177.8,7.4,7.4,,,,,,,,0.559,16.8,1440,1440,6.03,6.03,162,162,215,215,,,,2880,39.5,,,,,,,,,,,,,,24.1,324,
,HSS7.000X0.250,,O,US,Steel,AISC v15.0,26.8,177.8,177.8,5.9,5.9,,,,,,,,0.559,20.8,1180,1180,6.08,6.08,133,133,175,175,,,,2360,31.9,,,,,,,,,,,,,,30,266,
,HSS7.000X0.188,,O,US,Steel,AISC v15.0,20.4,177.8,177.8,4.4,4.4,,,,,,,,0.559,27.4,903,903,6.13,6.13,102,102,133,133,,,,1810,24.1,,,,,,,,,,,,,,40.2,204,
,HSS7.000X0.125,,O,US,Steel,AISC v15.0,13.7,177.8,177.8,2.9,2.9,,,,,,,,0.559,40.9,620,620,6.19,6.19,69.8,69.8,90.1,90.1,,,,1240,16.2,,,,,,,,,,,,,,60.3,139,
,HSS6.875X0.500,,O,US,Steel,AISC v15.0,50.7,174.6,174.6,11.8,11.8,,,,,,,,0.549,10.8,2010,2010,5.77,5.77,230,230,313,313,,,,4020,60.4,,,,,,,,,,,,,,14.8,461,
,HSS6.875X0.375,,O,US,Steel,AISC v15.0,38.8,174.6,174.6,8.9,8.9,,,,,,,,0.549,14.1,1590,1590,5.87,5.87,182,182,244,244,,,,3180,46.2,,,,,,,,,,,,,,19.7,364,
,HSS6.875X0.312,,O,US,Steel,AISC v15.0,32.6,174.6,174.6,7.4,7.4,,,,,,,,0.549,16.8,1360,1360,5.92,5.92,156,156,206,206,,,,2720,38.8,,,,,,,,,,,,,,23.6,312,
,HSS6.875X0.250,,O,US,Steel,AISC v15.0,26.4,174.6,174.6,5.9,5.9,,,,,,,,0.549,20.8,1120,1120,5.96,5.96,128,128,169,169,,,,2240,31.4,,,,,,,,,,,,,,29.5,256,
,HSS6.875X0.188,,O,US,Steel,AISC v15.0,20,174.6,174.6,4.4,4.4,,,,,,,,0.549,27.4,857,857,6.03,6.03,98.2,98.2,128,128,,,,1710,23.6,,,,,,,,,,,,,,39.5,196,
,HSS6.625X0.500,,O,US,Steel,AISC v15.0,48.7,168.3,168.3,11.8,11.8,,,,,,,,0.529,10.8,1790,1790,5.55,5.55,212,212,290,290,,,,3580,58.1,,,,,,,,,,,,,,14.2,425,
,HSS6.625X0.432,,O,US,Steel,AISC v15.0,42.6,168.3,168.3,10.2,10.2,,,,,,,,0.529,12.4,1590,1590,5.6,5.6,189,189,256,256,,,,3180,50.7,,,,,,,,,,,,,,16.5,378,
,HSS6.625X0.375,,O,US,Steel,AISC v15.0,37.3,168.3,168.3,8.9,8.9,,,,,,,,0.529,14.2,1420,1420,5.65,5.65,168,168,226,226,,,,2830,44.4,,,,,,,,,,,,,,19,336,
,HSS6.625X0.312,,O,US,Steel,AISC v15.0,31.3,168.3,168.3,7.4,7.4,,,,,,,,0.529,16.9,1210,1210,5.69,5.69,144,144,192,192,,,,2420,37.4,,,,,,,,,,,,,,22.8,288,
,HSS6.625X0.280,,O,US,Steel,AISC v15.0,28.3,168.3,168.3,6.6,6.6,,,,,,,,0.529,18.7,1100,1100,5.72,5.72,131,131,172,172,,,,2190,33.5,,,,,,,,,,,,,,25.5,261,
,HSS6.625X0.250,,O,US,Steel,AISC v15.0,25.4,168.3,168.3,5.9,5.9,,,,,,,,0.529,20.8,995,995,5.74,5.74,118,118,156,156,,,,1990,30.2,,,,,,,,,,,,,,28.4,237,
